2025-10-10 22:51:47 | attendance_ai | INFO | Application started
2025-10-18 10:06:35 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:06:43 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 112, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\common.py", line 873, in get_handle
    handle = open(
             ^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'data/preprocessed/preprocessed_attendance.csv'
2025-10-18 10:07:42 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
2025-10-18 10:07:46 | data_pipeline | data_pipeline_agent | INFO | Start fetching data by agent!
2025-10-18 10:07:47 | data_pipeline | fetch_data | INFO | Data fetched successfully and saved to data/fetched/attendance.jsonl
2025-10-18 10:07:48 | data_pipeline | preprocessor | INFO | Loaded 53 records from data/fetched/attendance.jsonl
2025-10-18 10:07:48 | data_pipeline | preprocessor | INFO | Preprocessor initialized with file: data/fetched/attendance.jsonl
2025-10-18 10:07:49 | data_pipeline | preprocessor | INFO | Starting full preprocessing pipeline...
2025-10-18 10:07:49 | data_pipeline | preprocessor | INFO | Flattening nested attendance logs...
2025-10-18 10:07:49 | data_pipeline | preprocessor | INFO | Flattened 701 total log entries.
2025-10-18 10:07:49 | data_pipeline | preprocessor | INFO | Detecting temporal anomalies...
2025-10-18 10:07:49 | data_pipeline | preprocessor | INFO | Detected 47 temporal anomalies.
2025-10-18 10:07:49 | data_pipeline | preprocessor | INFO | Detecting fake badge patterns...
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Detected 5 potentially fake badges.
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Clustering attendance sessions...
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Generated 646 session records.
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Building user profiles...
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Generated 59 user profiles.
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Assessing device health...
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Device health computed for 2 devices.
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Clean data exported successfully to data/processed/clean_attendance.csv
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Preprocessing pipeline completed successfully.
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Summary: {'total_records': 701, 'unique_uids': 59, 'unique_sessions': 646, 'devices_analyzed': 2}
2025-10-18 10:07:50 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:07:52 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 109, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\common.py", line 873, in get_handle
    handle = open(
             ^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'data/processed/preprocessed_attendance.csv'
2025-10-18 10:08:02 | data_pipeline | preprocessor | INFO | Loaded 53 records from data/fetched/attendance.jsonl
2025-10-18 10:08:02 | data_pipeline | preprocessor | INFO | Preprocessor initialized with file: data/fetched/attendance.jsonl
2025-10-18 10:08:02 | data_pipeline | preprocessor | INFO | Starting full preprocessing pipeline...
2025-10-18 10:08:02 | data_pipeline | preprocessor | INFO | Flattening nested attendance logs...
2025-10-18 10:08:03 | data_pipeline | preprocessor | INFO | Flattened 701 total log entries.
2025-10-18 10:08:03 | data_pipeline | preprocessor | INFO | Detecting temporal anomalies...
2025-10-18 10:08:03 | data_pipeline | preprocessor | INFO | Detected 47 temporal anomalies.
2025-10-18 10:08:03 | data_pipeline | preprocessor | INFO | Detecting fake badge patterns...
2025-10-18 10:08:03 | data_pipeline | preprocessor | INFO | Detected 5 potentially fake badges.
2025-10-18 10:08:03 | data_pipeline | preprocessor | INFO | Clustering attendance sessions...
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Generated 646 session records.
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Building user profiles...
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Generated 59 user profiles.
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Assessing device health...
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Device health computed for 2 devices.
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Clean data exported successfully to data/processed/clean_attendance.csv
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Preprocessing pipeline completed successfully.
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Summary: {'total_records': 701, 'unique_uids': 59, 'unique_sessions': 646, 'devices_analyzed': 2}
2025-10-18 10:08:04 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:08:07 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 109, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\common.py", line 873, in get_handle
    handle = open(
             ^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'data/processed/preprocessed_attendance.csv'
2025-10-18 10:12:41 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
2025-10-18 10:12:44 | data_pipeline | data_pipeline_agent | INFO | Start fetching data by agent!
2025-10-18 10:12:45 | data_pipeline | fetch_data | INFO | Data fetched successfully and saved to data/fetched/attendance.jsonl
2025-10-18 10:12:47 | data_pipeline | data_pipeline_agent | INFO | Start Preprocessing data by agent!
2025-10-18 10:12:47 | data_pipeline | preprocessor | INFO | Loaded 53 records from data/fetched/attendance.jsonl
2025-10-18 10:12:47 | data_pipeline | preprocessor | INFO | Preprocessor initialized with file: data/fetched/attendance.jsonl
2025-10-18 10:12:47 | data_pipeline | preprocessor | INFO | Starting full preprocessing pipeline...
2025-10-18 10:12:47 | data_pipeline | preprocessor | INFO | Flattening nested attendance logs...
2025-10-18 10:12:48 | data_pipeline | preprocessor | INFO | Flattened 701 total log entries.
2025-10-18 10:12:48 | data_pipeline | preprocessor | INFO | Detecting temporal anomalies...
2025-10-18 10:12:48 | data_pipeline | preprocessor | INFO | Detected 47 temporal anomalies.
2025-10-18 10:12:48 | data_pipeline | preprocessor | INFO | Detecting fake badge patterns...
2025-10-18 10:12:48 | data_pipeline | preprocessor | INFO | Detected 5 potentially fake badges.
2025-10-18 10:12:48 | data_pipeline | preprocessor | INFO | Clustering attendance sessions...
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Generated 646 session records.
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Building user profiles...
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Generated 59 user profiles.
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Assessing device health...
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Device health computed for 2 devices.
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Clean data exported successfully to data/processed/clean_attendance.csv
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Preprocessing pipeline completed successfully.
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Summary: {'total_records': 701, 'unique_uids': 59, 'unique_sessions': 646, 'devices_analyzed': 2}
2025-10-18 10:12:49 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:12:51 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 109, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
                     ^^^^^^^^^
NameError: name 'input_csv' is not defined
2025-10-18 10:12:54 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 109, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
                     ^^^^^^^^^
NameError: name 'input_csv' is not defined
2025-10-18 10:12:56 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 109, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
                     ^^^^^^^^^
NameError: name 'input_csv' is not defined
2025-10-18 10:22:23 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
2025-10-18 10:22:29 | data_pipeline | data_pipeline_agent | INFO | Start fetching data by agent!
2025-10-18 10:22:30 | data_pipeline | fetch_data | INFO | Data fetched successfully and saved to data/fetched/attendance.jsonl
2025-10-18 10:22:32 | data_pipeline | data_pipeline_agent | INFO | Start Preprocessing data by agent!
2025-10-18 10:22:32 | data_pipeline | preprocessor | INFO | Loaded 53 records from data/fetched/attendance.jsonl
2025-10-18 10:22:32 | data_pipeline | preprocessor | INFO | Preprocessor initialized with file: data/fetched/attendance.jsonl
2025-10-18 10:22:32 | data_pipeline | preprocessor | INFO | Starting full preprocessing pipeline...
2025-10-18 10:22:32 | data_pipeline | preprocessor | INFO | Flattening nested attendance logs...
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Flattened 701 total log entries.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Detecting temporal anomalies...
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Detected 47 temporal anomalies.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Detecting fake badge patterns...
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Detected 5 potentially fake badges.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Clustering attendance sessions...
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Generated 646 session records.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Building user profiles...
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Generated 59 user profiles.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Assessing device health...
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Device health computed for 2 devices.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Clean data exported successfully to data/processed/clean_attendance.csv
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Preprocessing pipeline completed successfully.
2025-10-18 10:22:33 | data_pipeline | preprocessor | INFO | Summary: {'total_records': 701, 'unique_uids': 59, 'unique_sessions': 646, 'devices_analyzed': 2}
2025-10-18 10:22:35 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 102, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
                     ^^^^^^^^^
NameError: name 'input_csv' is not defined
2025-10-18 10:23:49 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
2025-10-18 10:23:54 | data_pipeline | data_pipeline_agent | INFO | Start fetching data by agent!
2025-10-18 10:23:54 | data_pipeline | fetch_data | INFO | Data fetched successfully and saved to data/fetched/attendance.jsonl
2025-10-18 10:23:56 | data_pipeline | data_pipeline_agent | INFO | Start Preprocessing data by agent!
2025-10-18 10:23:56 | data_pipeline | preprocessor | INFO | Loaded 53 records from data/fetched/attendance.jsonl
2025-10-18 10:23:56 | data_pipeline | preprocessor | INFO | Preprocessor initialized with file: data/fetched/attendance.jsonl
2025-10-18 10:23:56 | data_pipeline | preprocessor | INFO | Starting full preprocessing pipeline...
2025-10-18 10:23:56 | data_pipeline | preprocessor | INFO | Flattening nested attendance logs...
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Flattened 701 total log entries.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Detecting temporal anomalies...
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Detected 47 temporal anomalies.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Detecting fake badge patterns...
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Detected 5 potentially fake badges.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Clustering attendance sessions...
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Generated 646 session records.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Building user profiles...
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Generated 59 user profiles.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Assessing device health...
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Device health computed for 2 devices.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Clean data exported successfully to data/preprocessed/clean_attendance.csv
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Preprocessing pipeline completed successfully.
2025-10-18 10:23:57 | data_pipeline | preprocessor | INFO | Summary: {'total_records': 701, 'unique_uids': 59, 'unique_sessions': 646, 'devices_analyzed': 2}
2025-10-18 10:23:58 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 102, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
                     ^^^^^^^^^
NameError: name 'input_csv' is not defined
2025-10-18 10:23:59 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 102, in monitor_tool
    df = pd.read_csv(input_csv or Config.CLEAN_DATA_PATH)
                     ^^^^^^^^^
NameError: name 'input_csv' is not defined
2025-10-18 10:24:47 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
2025-10-18 10:24:56 | data_pipeline | data_pipeline_agent | INFO | Start fetching data by agent!
2025-10-18 10:24:56 | data_pipeline | fetch_data | INFO | Data fetched successfully and saved to data/fetched/attendance.jsonl
2025-10-18 10:24:56 | data_pipeline | data_pipeline_agent | INFO | Start Preprocessing data by agent!
2025-10-18 10:24:56 | data_pipeline | preprocessor | ERROR | JSONL path not found or invalid: raw_attendance_data.jsonl
2025-10-18 10:24:56 | data_pipeline | data_pipeline_agent | ERROR | Preprocessed tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 83, in preprocess_tool
    pre = Preprocessor(input_path or Config.ORGINAL_DATA_PATH)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\preprocessor.py", line 27, in __init__
    raise FileNotFoundError(f"Input file not found: {self.jsonl_path}")
FileNotFoundError: Input file not found: raw_attendance_data.jsonl
2025-10-18 10:24:56 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 102, in monitor_tool
    df = pd.read_csv(input_path or Config.CLEAN_DATA_PATH)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\common.py", line 873, in get_handle
    handle = open(
             ^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'preprocessed_attendance_data.jsonl'
2025-10-18 10:25:56 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
2025-10-18 10:26:01 | data_pipeline | data_pipeline_agent | INFO | Start fetching data by agent!
2025-10-18 10:26:01 | data_pipeline | fetch_data | INFO | Data fetched successfully and saved to data/fetched/attendance.jsonl
2025-10-18 10:26:06 | data_pipeline | data_pipeline_agent | INFO | Start Preprocessing data by agent!
2025-10-18 10:26:06 | data_pipeline | preprocessor | ERROR | JSONL path not found or invalid: attendance.jsonl
2025-10-18 10:26:06 | data_pipeline | data_pipeline_agent | ERROR | Preprocessed tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 83, in preprocess_tool
    pre = Preprocessor(input_path or Config.ORGINAL_DATA_PATH)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\preprocessor.py", line 27, in __init__
    raise FileNotFoundError(f"Input file not found: {self.jsonl_path}")
FileNotFoundError: Input file not found: attendance.jsonl
2025-10-18 10:26:08 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 102, in monitor_tool
    df = pd.read_csv(input_path or Config.CLEAN_DATA_PATH)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\parsers\readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\common.py", line 873, in get_handle
    handle = open(
             ^^^^^
FileNotFoundError: [Errno 2] No such file or directory: 'attendance.jsonl'
2025-10-18 10:26:38 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
2025-10-18 10:26:43 | data_pipeline | data_pipeline_agent | INFO | Start fetching data by agent!
2025-10-18 10:26:44 | data_pipeline | fetch_data | INFO | Data fetched successfully and saved to data/fetched/attendance.jsonl
2025-10-18 10:26:46 | data_pipeline | data_pipeline_agent | INFO | Start Preprocessing data by agent!
2025-10-18 10:26:46 | data_pipeline | preprocessor | ERROR | JSONL path not found or invalid: Data fetched successfully to data/fetched/attendance.jsonl
2025-10-18 10:26:46 | data_pipeline | data_pipeline_agent | ERROR | Preprocessed tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 83, in preprocess_tool
    pre = Preprocessor(input_path or Config.ORGINAL_DATA_PATH)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\preprocessor.py", line 27, in __init__
    raise FileNotFoundError(f"Input file not found: {self.jsonl_path}")
FileNotFoundError: Input file not found: Data fetched successfully to data/fetched/attendance.jsonl
2025-10-18 10:26:50 | data_pipeline | data_pipeline_agent | INFO | Start Preprocessing data by agent!
2025-10-18 10:26:50 | data_pipeline | preprocessor | INFO | Loaded 53 records from data/fetched/attendance.jsonl
2025-10-18 10:26:50 | data_pipeline | preprocessor | INFO | Preprocessor initialized with file: data/fetched/attendance.jsonl
2025-10-18 10:26:51 | data_pipeline | preprocessor | INFO | Starting full preprocessing pipeline...
2025-10-18 10:26:51 | data_pipeline | preprocessor | INFO | Flattening nested attendance logs...
2025-10-18 10:26:51 | data_pipeline | preprocessor | INFO | Flattened 701 total log entries.
2025-10-18 10:26:51 | data_pipeline | preprocessor | INFO | Detecting temporal anomalies...
2025-10-18 10:26:51 | data_pipeline | preprocessor | INFO | Detected 47 temporal anomalies.
2025-10-18 10:26:51 | data_pipeline | preprocessor | INFO | Detecting fake badge patterns...
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Detected 5 potentially fake badges.
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Clustering attendance sessions...
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Generated 646 session records.
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Building user profiles...
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Generated 59 user profiles.
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Assessing device health...
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Device health computed for 2 devices.
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Clean data exported successfully to data/preprocessed/clean_attendance.csv
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Summary report generated successfully.
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Preprocessing pipeline completed successfully.
2025-10-18 10:26:52 | data_pipeline | preprocessor | INFO | Summary: {'total_records': 701, 'unique_uids': 59, 'unique_sessions': 646, 'devices_analyzed': 2}
2025-10-18 10:26:55 | data_pipeline | data_pipeline_agent | ERROR | Monitor tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\data_pipeline_agent.py", line 105, in monitor_tool
    alerts.to_csv(Config.MONITOR_PATH, index=False)
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\util\_decorators.py", line 333, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py", line 3967, in to_csv
    return DataFrameRenderer(formatter).to_csv(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\formats\format.py", line 1014, in to_csv
    csv_formatter.save()
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\formats\csvs.py", line 251, in save
    with get_handle(
         ^^^^^^^^^^^
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\common.py", line 749, in get_handle
    check_parent_directory(str(handle))
  File "C:\Users\a\AppData\Roaming\Python\Python312\site-packages\pandas\io\common.py", line 616, in check_parent_directory
    raise OSError(rf"Cannot save file into a non-existent directory: '{parent}'")
OSError: Cannot save file into a non-existent directory: 'data\monitored'
2025-10-18 10:35:57 | data_pipeline | data_pipeline_agent | INFO | Running task: Fetch data, preprocess, monitor anomalies, and save alerts.
